region,ccg,name,postal_code,latitude,longitude
Midlands,NHS Staffordshire and Stoke on Trent CCGs,Coton Centre,B79 9AA,52.65414209999999,-1.7047291
Midlands,NHS Coventry and Rugby CCG,Broomfield Park Medical Centre,CV1 3HQ,52.4078049,-1.527585
Midlands,NHS Warwickshire North CCG,Abbeygate Shopping Centre (Unit 6),CV11 4EL,52.5238889,-1.4680556
Midlands,NHS Warwickshire North CCG,Bedworth Civic Hall,CV12 8NF,52.4786467,-1.4714457
Midlands,NHS Coventry and Rugby CCG,Quinton Park Medical Centre,CV3 5PZ,52.3912668,-1.503874
Midlands,NHS Coventry and Rugby CCG,Quinton Park Medical Centre,CV3 5PZ,52.3911893,-1.5039342
Midlands,NHS South Warwickshire CCG,Royal Leamington Spa Rehabilitation Hospital,CV34 6SR,52.2684804,-1.5396925
Midlands,NHS Coventry and Rugby CCG,Tile Hill Primary Care Centre,CV4 9PQ,52.4068735,-1.5786166
Midlands,NHS South Warwickshire CCG,Southam Clinic,CV47 1PF,52.2523516,-1.385575
Midlands,NHS Coventry and Rugby CCG,Holbrooks Health Team,CV6 4HN,52.4485427,-1.5112347
Midlands,NHS Derby and Derbyshire CCG,Oaklands Village and Community Care Centre,DE11 8LH,52.7746393,-1.5504956
Midlands,"NHS Leicester, Leicestershire and Rutland CCGs",Measham Leisure Centre,DE12 7HR,52.7054976,-1.5106942
Midlands,NHS Derby and Derbyshire CCG,Littlewick,SL6,51.5116314,-0.7914198
Midlands,NHS Lincolnshire CCG,John Coupland Hospital,DN21 2TS,53.4118799,-0.7847
Midlands,NHS Herefordshire and Worcestershire CCG,Kidderminster Medical Centre,DY10 2BG,52.3893251,-2.2457006
Midlands,"NHS Leicester, Leicestershire and Rutland CCGs",Hinckley Leisure Centre,LE10 1BZ,52.54008469999999,-1.3696155
Midlands,"NHS Leicester, Leicestershire and Rutland CCGs",St Peters Health Centre,LE2 0TA,52.6316172,-1.1199291
Midlands,"NHS Leicester, Leicestershire and Rutland CCGs",Merridale Medical Centre ,LE3 1BL,52.6198399,-1.1602739
Midlands,NHS Leicester City CCG,Peepul Centre ,LE4 6DP,52.6451985,-1.1220055
Midlands,NHS Lincolnshire CCG,Marisco Medical Practice,LN12 1DP,53.33652550000001,0.2583645
Midlands,NHS Lincolnshire CCG,Lincolnshire Showground,LN2 2NA,53.28633620000001,-0.5450368
Midlands,NHS Derby and Derbyshire CCG,Shirebrook Leisure Centre,NG20 8JQ,53.2054744,-1.2153626
Midlands,NHS Nottingham and Nottinghamshire CCG,"Joe Hallam Suite, Newark Showground",NG24 2NY,53.0987095,-0.7680443
Midlands,NHS Nottingham and Nottinghamshire CCG,Kings Meadow,RG1 8AB,51.459609,-0.9607989999999998
Midlands,NHS Lincolnshire CCG,Springfields Events and Conference Centre,PE12 6ET,52.8005597,-0.1273218
Midlands,NHS Lincolnshire CCG,The Storehouse Skegness,PE25 1BY,53.150057,0.3461814
Midlands,NHS Derby and Derbyshire CCG,The Winding Wheel,WF10 4PS,53.7098324,-1.3352144
Midlands,NHS Derby and Derbyshire CCG,The Winding Wheel,WS12 3XP,52.6918784,-1.9999444
Midlands,NHS Derby and Derbyshire CCG,The Springs Health Centre,S43 4PL,53.2766731,-1.266067
Midlands,NHS Staffordshire and Stoke on Trent CCGs,Roman Way Hotel,WS11 1SH,52.6800417,-2.0532479
Midlands,NHS South East Staffordshire and Seisdon Peninsula CCG,Lichfield Cathedral,WS13 7LD,52.6854862,-1.8303202
Midlands,NHS Staffordshire and Stoke on Trent CCGs,St Pauls Church,16801,40.7961857,-77.8587073
Midlands,NHS Staffordshire and Stoke on Trent CCGs,Newcastle Under Lyme College,ST5 2GB,53.0151284,-2.2378672
Midlands,NHS Staffordshire and Stoke on Trent CCGs,Biddulph Town Hall,ST8 6AR,53.116682,-2.1753922
Midlands,NHS Derby and Derbyshire CCG,Buxton Medical Practice ,SK17 9BZ,53.2531078,-1.9206133
North West,NHS Bury CCG,Ramsbottom Civic Hall,BL0 9AJ,53.64939500000001,-2.318472
North West,NHS Bolton CCG,Avondale Health Centre,BL1 4JP,53.5884021,-2.4517829
North West,NHS Bolton CCG,Wwaters Meeting Health Centre,BL1 8TT,53.59605579999999,-2.4296319
North West,NHS Bolton CCG,Breightmet Health Centre,BL2 6NT,53.5824717,-2.3842455
North West,NHS Bolton CCG,Peter House Surgery,BL5 3UB,53.5479224,-2.5086754
North West,NHS Cheshire CCG,St Columba:  ,SW1X 0BD,51.496668,-0.163285
North West,NHS Cheshire CCG,Ellesmere Port Civic Hall,CH65 0AZ,53.2770609,-2.9033501
North West,NHS Oldham CCG,ICC ,WC1V 7QH,51.5180399,-0.1122336
North West,NHS Stockport CCG,Lowfield Surgery,SK2 6RW,53.4000248,-2.1559454
North West,NHS Stockport CCG,Hazel Grove Baptist Church,SK7 4EX,53.3780289,-2.1217634
North West,NHS Wigan Borough CCG,St Peter's Pavillion,WN2 3DN,53.53625899999999,-2.5854222
North West,NHS Wigan Borough CCG,Golborne Parkside Sports & Community Club,WA3 3HG,53.479273,-2.583477
North West,NHS Cheshire CCG,"Site 1 - Victoria Hall, ",ST1 3AD,53.0229763,-2.1753015
North West,NHS Liverpool CCG,West Derby Medical Centre,L12 8TQ,53.4313484,-2.8969537
North West,NHS South Sefton CCG,North Park  Health Centre N84019,L20 5DQ,53.4580067,-2.9946274
North West,NHS Knowsley CCG,One Stop Shop - Kirkby,L31 3HF,53.506505,-2.9326687
North West,NHS Liverpool CCG,Bousfield Surgery,L4 4PP,53.4315388,-2.9776574
North West,NHS Liverpool CCG,Parkview Medical Centre,M8 4RF,53.51871999999999,-2.2323822
North West,NHS Morecambe Bay CCG,Ulverston Community Health Centre,LA12 7BT,54.1989035,-3.0976737
North West,NHS Morecambe Bay CCG,Waterloo House Surgery ,LA18 4BT,54.2084106,-3.2680083
North West,NHS Manchester CCG,The Grange Community Centre,M11 3TQ,53.47962570000001,-2.2007298
North West,NHS Manchester CCG,Jain Community Centre,M12 5SH,53.4507041,-2.1922363
North West,NHS Manchester CCG,The Vallance Centre,M13 9UJ,53.4698559,-2.2241594
North West,NHS Manchester CCG,Chancellor's Hotel,94102,37.7886997,-122.4087889
North West,NHS Salford CCG,Little Hulton Library,M28 0AZ,53.5295999,-2.4211536
North West,NHS Salford CCG,Eccles Recreation / Leisure Centre,M30 0DD,53.482165,-2.339113
North West,NHS Salford CCG,Irlam and Cadishead Recreation / Leisure Centre,M44 6BR,53.4428047,-2.4223056
North West,NHS Manchester CCG,The Irish Community Centre,NW1 9XB,51.5438746,-0.1323643
North West,NHS Cheshire CCG,"Civic Centre, ",94102,37.7819575,-122.4184817
East of England,NHS Herts Valleys CCG,Harpenden Public Halls,AL5 1TE,51.81428039999999,-0.3535976
East of England,NHS Cambridgeshire and Peterborough CCG,Cornford House Surgery,CB1 8BA,52.18600439999999,0.1566716
East of England,NHS Cambridgeshire and Peterborough CCG,Granta Medical Practices,CB21 4JS,52.0983372,0.2804657
East of England,NHS Cambridgeshire and Peterborough CCG,Huntingdon Road Surgery,CB3 0DB,52.2141431,0.109948
East of England,NHS West Suffolk CCG,The Epicentre,LA22 9DR,54.43226000000001,-2.963623
East of England,NHS Mid Essex CCG,Rivermead Gate Medical Practice ,CM1 1TR,51.740849,0.4729581
East of England,NHS Mid Essex CCG,Melbourne House Surgery,CM1 2DY,51.7492836,0.4518961999999999
East of England,NHS Mid Essex CCG,Whitley House Surgery ,CM1 3RW,51.7264208,0.456043
East of England,NHS Mid Essex CCG,Crouch Vale Medical Centre,CM3 5QP,51.6531149,0.6051734
East of England,NHS Mid Essex CCG,Crouch Vale Medical Centre,CM3 5QP,51.6531338,0.6053732
East of England,NHS Mid Essex CCG,St Michaels Hospital,BS2 8EG,51.4591667,-2.6
East of England,NHS Mid Essex CCG,Fern House Surgery,CM8 1BH,51.7976119,0.6373753
East of England,NHS West Suffolk CCG,Cornard Surgery,CO10 0DH,52.0329796,0.7524632
East of England,NHS West Suffolk CCG,Lavenham Branch Surgery,CO10 9SA,52.1061636,0.7936698
East of England,NHS North East Essex CCG,Fryatt Hospital,CO12 4EX,51.9339946,1.2608022
East of England,NHS Mid Essex CCG,Pump House Surgery,CO6 2SW,51.9273343,0.6945279
East of England,NHS Ipswich and East Suffolk CCG,Constable Country Medical Practice,CO7 6RT,51.97734029999999,1.0262386
East of England,NHS East and North Hertfordshire CCG,Halsey Hall,EN8 8NJ,51.6996042,-0.0350214
East of England,NHS East and North Hertfordshire CCG,Halsey Hall,WD18 0JE,51.6589167,-0.4024003
East of England,NHS Ipswich and East Suffolk CCG,The Grove Medical Centre,TW20 9QN,51.4309701,-0.5452239999999999
East of England,NHS Ipswich and East Suffolk CCG,Woodbridge Community Hall,IP12 4AU,52.0900059,1.3158675
East of England,NHS Ipswich and East Suffolk CCG,The Mix ,EC1V 1JN,51.52832309999999,-0.0913927
East of England,NHS Ipswich and East Suffolk CCG,Debenham Leisure Centre,IP14 6BL,52.2233105,1.1700221
East of England,NHS Ipswich and East Suffolk CCG,Sizewell Sports & Social Club,74055,36.2853677,-95.84637080000002
East of England,NHS Ipswich and East Suffolk CCG,Sizewell Sports & Social Club,IP16 4JX,52.20493459999999,1.5925267
East of England,NHS Ipswich and East Suffolk CCG,Saxmundham Health,IP17 1DY,52.2182426,1.4918921
East of England,NHS Norfolk and Waveney CCG,Sole Bay Health Centre,IP18 6GY,52.3365758,1.6658394
East of England,NHS West Suffolk CCG,Jubilee Centre,CB2 3BZ,52.2044138,0.1229042
East of England,NHS Ipswich and East Suffolk CCG,Trinity Park Conference Centre,IP3 8UH,52.0328763,1.2227858
East of England,NHS Ipswich and East Suffolk CCG,Hadleigh Health Centre,IP7 5DN,52.0427077,0.9519692999999999
East of England,NHS Bedfordshire CCG,"Leagrave Centre
",LU4 9ND,51.9025319,-0.4709703
East of England,NHS Bedfordshire CCG,Toddington Medical Centre,LU5 6DE,51.9452331,-0.5290832999999999
East of England,NHS Bedfordshire CCG,Leighton Buzzard Rugby Club ,LU7 9HR,51.9079688,-0.6149966
East of England,NHS Milton Keynes CCG,Newport Pagnell Medical Centre,MK16 8QT,52.0864128,-0.7254809999999999
East of England,NHS Milton Keynes CCG,Asplands Medical Centre,MK17 8QP,52.01262329999999,-0.6496307
East of England,NHS Bedfordshire CCG,Guru Nanak Gurdwara,DA12 1AG,51.4392329,0.3771295
East of England,NHS Bedfordshire CCG,Guru Nanak Gurdwara,B66 3AP,52.4957273,-1.9716906
East of England,NHS Milton Keynes CCG,Whitehouse Medical Centre,BT37 9UH,54.655114,-5.918466599999999
East of England,NHS Norfolk and Waveney CCG,The Market Surgery,NR11 6BW,52.7918664,1.2530744
East of England,NHS Norfolk and Waveney CCG,Hoveton Village Hall,NR12 8DU,52.7161138,1.4173594
East of England,NHS Norfolk and Waveney CCG,Poringland Community Centre,NR14 7WB,52.5704552,1.3428345
East of England,NHS Norfolk and Waveney CCG,Sheringham Medical Practice,NR26 8RT,52.94010790000001,1.2132458
East of England,NHS Norfolk and Waveney CCG,Rossi's leisure centre,NR28 0JQ,52.8192405,1.3678692
East of England,NHS Norfolk and Waveney CCG,Gurney Surgery,NR3 1SE,52.6341488,1.2985745
East of England,NHS Norfolk and Waveney CCG,Drayton Surgery ,PO6 1PA,50.8463648,-1.0446679
East of England,NHS Thurrock CCG,Chadwell Medical Centre,RM16 4JD,51.4821334,0.3683227
East of England,NHS Southend CCG,Belle Vue Baptist Church,SS1 2QZ,51.54018139999999,0.729992
East of England,NHS Southend CCG,"Saxon Hall
",SS2 6UN,51.5708944,0.6832138999999999
East of England,NHS Southend CCG,Salvation Army,SE1 6BN,51.4965956,-0.099385
East of England,NHS Castle Point and Rochford CCG,Benfleet Clinic,SS7 5AD,51.5598326,0.5504779
East of England,NHS Cambridgeshire and Peterborough CCG,Thomas Walker Surgery,PE1 2QP,52.58402239999999,-0.2417666
East of England,NHS Cambridgeshire and Peterborough CCG,Thistlemoor Medical Centre,PE1 3HP,52.5940421,-0.2563541
East of England,NHS Cambridgeshire and Peterborough CCG,The Fleet Community Centre in conjuction with Greater Peterborough Network,PE2 8DL,52.556363,-0.235944
East of England,NHS Cambridgeshire and Peterborough CCG,The Old Exchange Surgery,PE27 5PB,52.3248456,-0.0733439
East of England,NHS Cambridgeshire and Peterborough CCG,Charles Hicks Centre,PE29 3EZ,52.33406369999999,-0.187154
East of England,NHS Norfolk and Waveney CCG,Snettisham Surgery,PE31 7PE,52.8792552,0.4982265
East of England,NHS Norfolk and Waveney CCG,Manor Farm Medical Centre,PE37 7QN,52.6490944,0.6917839
East of England,NHS Cambridgeshire and Peterborough CCG,BMC @ Werrington Surgery,PE4 6QF,52.6143355,-0.2722197
East of England,NHS Cambridgeshire and Peterborough CCG,The Jenner Health Centre ,SE23 1HU,51.44217459999999,-0.0423112
North East and Yorkshire,NHS Hull CCG,Kingswood Health Centre,BS15 4EJ,51.4630039,-2.4999376
North East and Yorkshire,NHS Hull CCG,EAST HULL FAMILY PRACTICE,HU8 9RW,53.7791596,-0.2687103
North East and Yorkshire,NHS Hull CCG,Diadem Medical Practice,HU9 4AL,53.772381,-0.268363
North East and Yorkshire,NHS Leeds CCG,Ireland Wood Surgery,LS16 6FR,53.8467585,-1.6038999
North East and Yorkshire,NHS Sheffield CCG,Bieghton Surgery,BN1 6AG,50.83851960000001,-0.1481285
North East and Yorkshire,NHS Sheffield CCG,University Health Service Health Centre,40536,38.0323621,-84.5088443
North East and Yorkshire,NHS South Tyneside CCG,Cleadon Park Primary Care Centre,NE34 8PS,54.9717451,-1.4151444
North East and Yorkshire,NHS Sunderland CCG,Millfield Medical Group,SR4 7AF,54.906523,-1.4002372
North East and Yorkshire,NHS Tees Valley CCG,The Garth,LD4 4AG,52.133667,-3.536803
North East and Yorkshire,NHS Tees Valley CCG,Thorntree Surgery,TS3 9NB,54.5652178,-1.183476
North East and Yorkshire,NHS Wakefield CCG,St Swithun's Community Centre,WF1 4RR,53.6891536,-1.4795543
North East and Yorkshire,NHS North Kirklees CCG,Wellington Street Car Park ,S1 4LY,53.37891880000001,-1.4747906
South East,NHS Kent and Medway CCG,"Swanley Town Council, Alexandra Suite",BR8 7BU,51.39628279999999,0.1712533
South East,NHS Kent and Medway CCG,Dover Health Centre                                  ,CT16 1RH,51.1291635,1.3114715
South East,NHS West Sussex CCG,St Lawrence Surgery,BN14 7JL,50.8233749,-0.3914748
South East,NHS West Sussex CCG,Lancing Parish Hall,BN15 8AJ,50.8237359,-0.3237677
South East,NHS West Sussex CCG,Westcourt Medical Centre,BN16 3NX,50.8121138,-0.51511
South East,NHS Brighton and Hove CCG,Brighton Racecourse,BN2 9XZ,50.8298439,-0.1126045
South East,NHS Kent and Medway CCG,Dartford Football Club,DA1 1RT,51.4369337,0.2308728
South East,NHS Surrey Heartlands CCG,G-Live,GU1 2AA,51.2383278,-0.5662208
South East,NHS Surrey Heartlands CCG,St Christopher's Church,77080,29.803383,-95.5237156
South East,NHS Surrey Heartlands CCG,Cranleigh Village Hall,GU6 8AF,51.1405,-0.4881
South East,NHS Buckinghamshire CCG,Wycombe Town Hall,HP11 2XE,51.6279833,-0.7501443999999999
South East,NHS Buckinghamshire CCG,Mandeville Stadium,HP21 9PP,51.8008257,-0.8000953
South East,NHS Surrey Heartlands CCG,H&M Building,67357,37.33813019999999,-95.31963089999999
South East,NHS Surrey Heartlands CCG,Fitznells Surgery,KT17 1TF,51.3519632,-0.2520493
South East,NHS Kent and Medway CCG,Rochester Healthy Living Centre & Lordswood Healthy Livng Centre ,ME1 2EL,51.3793432,0.5076584
South East,NHS Kent and Medway CCG,Heather House Day Centre,30075,34.0715454,-84.41396189999999
South East,NHS Kent and Medway CCG,St Mary's Medical Centre,64014,39.0252184,-94.26402730000001
South East,NHS Oxfordshire CCG,"Grimsbury Community CeNotre, ",OX16 3WT,52.06738499999999,-1.3213259
South East,NHS Oxfordshire CCG,Carterton Health Centre,OX18 3LJ,51.7587175,-1.5965514
South East,NHS West Sussex CCG,The Selsey Centre,PO20 0SE,50.7387184,-0.7822479999999999
South East,NHS West Sussex CCG,Tangmere Hall,PO20 2HS,50.8514475,-0.7181050999999999
South East,NHS Berkshire West CCG,Eldon Square Surgery,NE1 7XR,54.9749668,-1.6148694
South East,NHS East Berkshire CCG,Birch Hill Medical Practice,RG12 7WW,51.3911983,-0.7522614
South East,NHS Berkshire West CCG,Newbury Racecourse ,RG14 7NZ,51.3971686,-1.3065175
South East,NHS Berkshire West CCG,Emmer Green Surgery ,RG4 8RA,51.4827338,-0.9707792
South East,NHS West Sussex CCG,Meridian Hall,M5E 1B2,43.6466723,-79.3760205
South East,NHS Kent and Medway CCG,Tonbridge Baptist Church,TN10 3HZ,51.2104819,0.2754415
South East,NHS Kent and Medway CCG,Headcorn Surgery ,TN27 9AA,51.1700732,0.633726
South East,NHS East Sussex CCG,Saxonbury House Medical Group ,TN6 1DL,51.0562796,0.1616812
South East,NHS Oxfordshire CCG,RAC Business Park,81303,37.2374654,-107.8733829
South East,NHS West Hampshire CCG,Archers Practice,SO50 9AG,50.970948,-1.3531405
London,NHS South East London CCG,Oaks Park Medical Centre,SE20 8QA,51.4132974,-0.0631695
London,NHS South East London CCG,Paxton Green Group Practice,SE21 8AU,51.4283435,-0.08631599999999999
London,NHS South East London CCG,Sydenham Green Health Centre,SE26 4TH,51.4290654,-0.038112
London,NHS North West London CCG ,Willesden Centre for Health & Care ,NW10 3RY,51.5428495,-0.2356914
London,NHS North Central London CCG,Recreation Centre on Royal Free Hospital Site ,NW3 2QG,51.5536727,-0.1641721
London,NHS North Central London CCG ,Dr Azim and Partners,NW4 3EB,51.5796281,-0.2257015
London,NHS South West London CCG,Mitcham Lane Baptist Church,SW16 6NT,51.4211688,-0.1457384
London,NHS South East London CCG,Hetherington Group Practice,SW4 7NU,51.4612329,-0.1282739
London,NHS North West London CCG ,Parson's Green Health Centre,SW6 4UL,51.4743206,-0.2000123
London,NHS South East London CCG,Community House,48009,42.5446846,-83.2173706
London,NHS South East London CCG,Downham Health and Leisure Centre,BR1 5EP,51.426176,0.0122851
London,NHS South West London CCG,St Pauls Church,16801,40.7961857,-77.8587073
London,NHS South West London CCG,Fairfield Halls ,CR9 1DG,51.3722705,-0.0955318
London,NHS Tower Hamlets CCG,Cable Street Surgery  ,E1W 3DP,51.5114909,-0.0477878
London,NHS Tower Hamlets CCG,Newby Place Health and Wellbeing Centre,E14 0EY,51.5109114,-0.0127224
London,NHS City and Hackney CCG,Bocking Centre,CM7 9AE,51.8805141,0.5510632
London,NHS North West London CCG ,Byron Hall,HA3 5BD,51.5926927,-0.326804
London,NHS South West London CCG,New Malden United Reformed Church,KT3 6DN,51.3978382,-0.2547815
London,NHS South West London CCG,The Greenwood Centre,NW5 1LB,51.5528402,-0.1434038
London,NHS Hounslow CCG,Thornbury Road Health Centre,TW7 4HQ,51.4746041,-0.346376
London,NHS Hillingdon CCG,Navnat Centre ,UB3 1AR,51.5089686,-0.4252155
London,NHS North West London CCG ,White City Community Centre,W12 7QT,51.5116653,-0.233132
South East,NHS East Sussex CCG,Etchingham Village Hall,TN19 7BY,51.0074047,0.429686
South East,NHS Kent and Medway CCG,Lydd Airport,TN29 9QL,50.9557337,0.9335221
South East,NHS Buckinghamshire CCG,Buckingham Community Centre,MK18 1RP,52.000833,-0.9844725999999999
South East,East Kent,Folkestone Civic Centre,CT20 2QY,51.0795898,1.1703048
South East,East Kent,Folkestone Civic Centre,CT20 2QY,51.0794923,1.1698403
South East,NHS West Sussex CCG,Riverbank Medical Centre,GU29 9AW,50.99371559999999,-0.7360595999999999
East of England,NHS Cambridgeshire and Peterborough CCG,Clay Farm Medical Centre,CB2 9FN,52.1735505,0.1224392
East of England,NHS Cambridgeshire and Peterborough CCG,Over conference & Community Centre,15222,40.4390393,-80.0060988
East of England,NHS Cambridgeshire and Peterborough CCG,Milton Community Hall,L9T 6Z5,43.510822,-79.88334499999999
East of England,NHS Cambridgeshire and Peterborough CCG,East Barnwell Health Centre,CB5 8SP,52.2148037,0.168957
East of England,NHS Cambridgeshire and Peterborough CCG,Doddington Hospital,PE15 0UG,52.4998963,0.0558527
East of England,NHS Cambridgeshire and Peterborough CCG,Little Paxton,PE19,52.2503764,-0.2584094
East of England,NHS Cambridgeshire and Peterborough CCG,Alconbury Practice ,PE28 4EQ,52.3714506,-0.2585913
Midlands,NHS Nottingham and Nottinghamshire CCG,Forest Recreation Ground,NG7 6LB,52.9660416,-1.1592548
Midlands,NHS Herefordshire and Worcestershire CCG,St Johns House Medical Centre,WR2 5FB,52.18876119999999,-2.2590812
North East and Yorkshire,NHS North Yorkshire CCG,Ripon Air Cadets,HG4 2DW,54.1410371,-1.5487308
North West,NHS Manchester CCG,Plant Hill Clinic,M9 8LX,53.5270582,-2.2250072
North West,NHS Bolton CCG,Kildonan House,PH42 4RL,56.888946,-6.122903
North West,"NHS Heywood, Middleton and Rochdale CCG",Littleborough Sports Centre,OL15 9JN,53.649693,-2.0990967
South West,NHS Kernow CCG,"Isles of Scilly Health Centre (deliver to mainland - Helston Medical Centre, Trelawney Road, Helston, TR13 8AU)",TR13 8AU,50.09970980000001,-5.2699979
South West,NHS Kernow CCG,Clays Practice,PL26 8JF,50.4092928,-4.8329971
East of England,NHS Cambridgeshire and Peterborough CCG,Royston Health Centre,SG8 7BS,52.0487017,-0.020586
